,Tweet,Label,Panjang_tweet,Jumlah_kalimat
636,seneng banget bisa ketemu sama elf disini gpp kak mimin juga suka halu.,Love,71,13
637,pliezt walaupun gw gatau yg lakik tp lucu banget kl di gabungin wkwkkw karena suka gemes sm yuh nya ariana grendong,Love,116,21
638,"aaaa sama nder, tapi masih rumor sihh. mana di cie cie in satu kelas, termasuk aku hehe. aku suka dia, tapi aku juga ship dia ama temen aku kek kek mereka gemes banget",Love,167,33
639,"fans jepang kalau bikin fanart wenzhou pasti suka ada cl nyempil, cl tuh anak wenzhou. gemes banget liatnya huhu",Love,112,19
640,"sayang ini indah banget.. aku selalu suka gimana kamu selalu mengasosiasikan orang2 yang kamu sayang dengan setiap pelosok kota, kesannya mereka bener-bener ada di sana di samping kamu. aku setuju chan memang penuh dengan renjana, maka kita antar dia ke polaris sama2 ya?",Love,271,43
641,tipu lah kalau i tak rindu guy yang suka buat lovebite dekat tits i,Love,67,14
642,"kenapa aku suka senja? karena negeri ini kebanyakan pagi, kekurangan senja, kebanyakan gairah, kurang perenungan. {sujiwo tejo}",Love,127,17
643,"cewek itu suka berpura-pura dan menutupi semua masalahnya, karena dia gak mau ngerepotin dan bikin khawatir orang yang dia sayang.",Love,130,20
644,"janganlah jadi serangga, jadi manusia, agar kita boleh sayang menyayangi, cia cia cia",Love,85,13
645,"greget banget sih, suka banget sama kucing. tapi ga boleh melihara kucing.",Love,74,12
646,"dengan pengalaman kisah cinta yang kurang beruntung. kadang selalu overthinking setiap ada yang deketin, ujung""nya suka bingung jawab apa dan akhirnya skip. tapi kalau liat konten uwu uwu pasangan nikah muda, suka pengen jugaa",Love,226,34
647,"aku cinta dia mak aku suka dia mak yang sedang"" saja..",Love,54,11
648,aku rindu kamu :'),Love,18,4
649,"bukti satu lg, bahwa proses untuk warga kecil sangat lamban. namun untuk pundi"" uang terus digenjot setiap bulan nya. juga lagi dan lagi birokrasi yang super menjelimet. kenapa pejabat suka banget bikin pusing diri sendiri ya? padahal otak saja gapunya",Love,252,40
650,jika cinta dia jujurlah padaku na suruh orang jujur baru nanti marahji ka dia suka ki baru kita suka orang lain,Love,111,21
651,"i suka kat you gila. and semua pasti tau pasal benda ni. tapi sekarang you pandang i pun tak. apa i boleh buat? kalau leveling lagi penting dari perasaan. you pergi la layan level you, i tetap dengan perasaan 'kasih sayang' yang allah beri ! perasaan bukan kita punya, allah punya",Love,280,51
652,"manusia tuh beda-beda, isi kepalanya juga beda. ga semua orang suka dan nyaman dengan konten mlm wlw makanya dikasih tag. straight ship aja ada tagnya sendiri kok di base wkwkwwk kita bukannya homophobe tapi preventing dari adanya potensi keributan di dalam fandom",Love,264,42
653,"engga. gua malah muak di sana. baru setengah bulan pengen pulang aja rasanya, alias engga nyaman. gua orangnya lebih suka ketenangan. di sana malah bebas ga karuan, ga ngerti situasi banget anak sana.",Love,200,33
654,"huhuu makasih ya min udah buat ga ini aku suka keduanya , pertama tama qiao tuh baik banget sama orang-orang, padahal orang itu baru dia kenal dan qiao juga ga segan segan-segan buat nolong mereka, lao yan juga gemes bgt kalo lagi deketin qiao, aku suka bgt keduanya",Love,266,48
655,"kalo skarang bakwaan! dulu gue ga suka banget bakwan, lebih suka risol. tp skarang bakwan selalu!",Love,97,16
656,"aaa manis banget narasinyaa , suka suka aplgi sambil dengerin give me your forever",Love,82,14
657,"masih bingungg, kenapa yaa akhir akhir ini suka banget sama boker",Love,65,11
658,haloo nadhie huhu aku suka banget tulisan kamu buat lee chan huhu diksi kamu cantik banget tulisan kamu selalu megah huhu boleh gak temenan sama kamuu,Love,150,26
659,semenjak nonton our beloved summer jadi suka banget sama choi woo sik,Love,69,12
660,"kalo menurut juna, nara itu asik buat diajak ngobrol ya berarti itu mah nyaman sebagai teman aja. bukan yg 'suka' gitu kan? dan kalo pun juna pengen temenan aja sama nara, batas temanan nya jg dia harus jaga. topik ngobrol nya jangan kayak org pedekate ajg",Love,256,46
661,"ttapi aku lebih suka make aksen british, walaupun engga paham banget tapi dengernya enakeun",Love,91,14
662,suka banget sama a qiao!! imut lucu menggemaskan dan kuat terima kasih ga-nya!!,Love,79,13
663,haloo min kalo mau ngajuin diri buat temenan boleh gak min (aku fans editan kamu nomor 1) aku follow kamu lewat 3 akunku serius aku punya buktinya aku suka banget editan kamu yang pensi itu :d,Love,192,36
664,"waktu awal suka banget tuh karena sering dicengi di kokomz perkara gua pasang bio leebit di rp jadi dicengin lee kn*w cubit bgstt padahal itu nama skzoo-nya lino. -,- terus lama kelamaan baper sih gua.. maaf baperan terus confess, ternyata cubit menerima confessan gw.",Love,268,44
665,"suka banget sama kedekatan mereka . aku mau ts tiffany lagi ah, siapa yang bersedia ts sooyoung nya??",Love,101,18
666,"iyaa, suka banget gaya penulisannya ilana tan, ringan gt gampang dipahamii sksk",Love,79,12
667,fellychibi aku suka banget sama detik jam |emang kenapa?| iya dia ga pernah lelah berdetik seperti aku yg ga pernah lelah utk mencintai kamu (Êƒâ£Æª),Love,149,25
668,hohoho gpp gue suka malahan ajun cakep banget sial gue demen nih yg modelan begini,Love,82,15
669,"gak tau, tapi aku suka banget tatapn nate(?) di sini",Love,52,10
670,"pengen banget bilang suka,tapi apalah daya aku yang gengsian ini '_'",Love,68,11
671,"tinggalin bbg komentar penyemangat/penenang buat member entah di komenan fancam, pm, ig mereka masing2, twt, dll. kita gabisa bikin haters suka sm member, tp kita bisa naikin rasa sayang kita ke member! let's be busy loving each other like this ive-dive!!",Love,255,41
672,"mau bikin thread reason why i am fall in love with 13 guys of seventeen. soalnya ini udah menjurus ke sayang sama mereka, udah bukan suka sebagai idola lagi. 1. mereka talented banget! mereka ini self producing, lagu+lirik : vocal grup terutama uji sbg produser",Love,261,45
673,"dari sekian banyak komenan army kenapa si s*tan yang ke notice si . emang bener, seberapa baik manusia tetep ada aja yang ga suka, tapi tae jangan khawatir masih banyak army yang sayang tae. ilysm ;3 we love you taehyung",Love,220,40
674,sunwoo ga peka itu kuncinya jadi sabar ya eric kedua hakyeon sayang ga gitu konsepnya tapi ya giman ya kalau kamu ngomong sepolos itu jadinya gemes ketiga apakah lu ga sadar sih nu lu tuh suka sama eric tapi lu sikapnya kayak hmz sekali,Love,236,44
675,awalnya iseng iseng doang suka eh malah keterusan jadi sayang wkwk,Love,66,11
676,"seriously it happened again. aku tau kalo suka sama orang dengan tipe itu ga boleh. tapi suka banget. sering denial, ga ga ini pasti salah. semua ini salah, ga bisa dan gaboleh aku lanjutin. tapi aku ga punya pelarian lain. tapi seriuss it's too sweet. akkkk, why it happened",Love,275,49
677,kebiasaan deh kasur suka posesif banget.,Love,40,6
678,cinta mati banget sama yang namanya pizza,Love,41,7
679,suka semua tapi closer fav banget,Love,33,6
680,"10/10 cuma filmnya yuki kato yg buat gue wajib masuk bioskop, hanya menurut gue dia kurang pintar pilih project. sayang banget aktingnya yg luar biasa itu, berharap yuki bisa main di film yg berkualitas dan di dukung dari semua sisi, suka banget skil akting dia",Love,261,45
681,serius ibu nya suka begitu ini sayang hati hati *ngasih karung beras*,Love,69,12
682,baru seminggu vegie kangen banget dah makan ayam goyeng. terakhir makan ayam di kereta beli ayam mekdi yg spicy di st gambir maem bareng ayang nyuapin ayang padahal dia gak terlalu suka ayam tapi karna w mau mekdi doi mau gak mau ikut makan. sekarang dia seneng w gak makan ayam.,Love,279,51
683,done bismilah makasih giveawaynya kak semoga sehat selalu panjang umur dan banyak rezekinya amin jangan lupa istirahat dan jaga kesehatan ya kak mau jeno ecan jga gapapa kak yang penting di kasih semuanya suka kak,Love,213,35
684,"mau bikin list aktor dan aktris china kesukaan dah, soalnya aku orangnya suka lupaan namanya mereka haha :')",Love,108,18
685,"dk jg kirain cool and calm namja tp bagong bgt ya kak huhu dk ilysm makasih udh suka kasih hiburantt the8 kalem begitu savage abiezt jun haha junn the most random keknya selalu menebar tawa kaya ada aja tingkahnya, joshua seller prakarya",Love,237,42
686,dia kayanya suka banget sama ni kaca ya sering banget foto di kaca ini,Love,70,14
687,"boleh nder, soalnya gue juga suka dipanggil sayang sama ibu ibu grosir kalo nganterin emak belanja sembako",Love,106,17
688,"obs, aku udah excited banget dari awal, episode 1-3 bahkn aku sampe rewatch karna seru bgt, tp dipertengahan capek, karna aku ga terlalu suka sama drama yg alurnya lambat, kesel sendiri, padahal suka bgt sama choi ung",Love,217,37
689,"sherlymu soft bucin banget gila gw suka, canonnya sherly caring ama understanding juga ke liam si cuma sayang scenenya kurang banyak ayo takeuchi-sensei banyakin konten bucin sherly",Love,181,27
690,kalo yang beginian sayang banget sih tu,Love,39,7
691,"enggak kog. emang kecewa aja sama ini drama dah dari awal banyak drama ga taunya ceritanya gak terlalu seger kayak series pendahulunya. gue suka semua castnya, sayang di alur ceritanya aja.",Love,189,31
692,"kaito : sayang, kalau hari minggu suka nonton apa | shin: mm,aku sih sukannya nonton pokemon sama fairy tail, kalau kamu? | kaito: aku sukanya nonton foto kamu karna aku lope you",Love,178,32
693,"beneran ta, ini kakak suka banget nih tema, konsepnya nih",Love,57,10
694,"nontoon, suka bangt tapi eps sedikit banget trus ji tae kenapa mati",Love,67,12
695,sayangku wajamu genit mesra..aku suka banget sayy,Love,49,7
696,"kalian pernah punya pacar suka ngutang ga? ntah kepinjol,keluarga dan juga kalian kena, giliran ditagih bilang gaada dan enteng banget kayak gaada plan, betapa nyeselnya dia punya hutang kemantannya, emang si aku ga disuruh bayar, tapi watak nya ternyata bertolak",Love,263,40
697,cewek kalo udah syg sm seseorang suka kebangetan tulusnya. makanya pas putus *galau sm susah move on-nya itu loh jg suka kebangetan banget.,Love,139,23
698,"aslii suka banget dulu pas masih sd-smp naik becaknya kakek trus penumpangnya aku ama nenek mau kepasar, atau ga kita muter alun2, astaga kangen",Love,144,24
699,"t .. thanks berat atas layoutnya, aku jadi cakep banget, adikku suka banget.",Love,76,13
700,"mimpi ada abang jual sepatu bagus banget, abangnya ganteng banget. ada yang tau ga suka mangkal dimana? tadi nyesel ga beli",Love,123,21
701,"karena varo gemes (dan banyak temen laki gue bilang doi gemes jadi udah teruji kegemesannya dari sudut pandang cewe & cowo), dia perhatian banget & suka nyariin gue, varo demen nge spam juga, orangnya bikin gue penasaran apalagi gue suka banget ngejar seseorang gitu jadi cocok dan gue sayangin bangettt",Love,303,50
702,idaman banget nga suka mnum dan nga suka rokok,Love,46,9
703,expectation-tani suka org atu dan org atu suka tani balik reality-tani suka org atu pi org yang tani suka ada crush org lain rasanya anjay banget,Love,145,26
704,lao yan :') suka banget sama yg modelan gitu meski ngeselin :'),Love,63,12
705,pangeran kodok sama siapa ya dulu? ya allah dulu suka banget sama ni sinetron,Love,77,14
706,"cewek itu suka berpura-pura dan menutupi semua masalahnya, karena dia gak mau ngerepotin dan bikin khawatir orang yang dia sayang",Love,129,20
707,suka banget mv nya! simple tapi ngena dan enak di liat nya!,Love,59,12
708,"aku masih mencintaimu, entah karena sayang atau bodoh",Love,53,8
709,kami bukan tidak saling menyayangi atau sudah dapat pengganti namun krna besar nya cinta kami smpai kami pun larut dlam hal hal yang buta. cmburu buta marah tanpa alasan egois yang berkelanjutan itu lah yang sedang kami alami maka dri itu kami memilih untuk brhnti sejenak,Love,272,46
710,"happy birthday my mom sorry lupa dah saya tak pandai berkata2 cuman mau bilang sehat sehat makasi sudah melahirkan saya keduania ini, maaf selalu bikin marah terus kadang ga bisa ngertiin keadaan mama i love you hahah dahlah telat 5 hari lagi",Love,242,42
711,"lo sengaja ya milih guee?! okee jea tu baik bgtt, aneh juga tapii ahaha salting mulu kerjaannya abis tu ngilang. lo bego bgt pas naksir orang, lebih bego dr pd gue pokoknya. bawel bgt anaknya, ga bisa diem. seruu rame bgt pas space triak2 muluu. otw kcb ni boss iloyoo jea",Love,272,51
712,"kadang, meski marah atas apa yang telah dilakukan dia yang kamu cinta, kamu tetap tak mampu berhenti mencintainya.",Love,114,18
713,"aku marah sama kamu bukan berarti aku galak, tapi aku menegur kesalahan kamu dan ingin kamu berubah lebih baik.",Love,111,19
714,"jika seseorang tidak mencintai anda janganlah di benci, karena mungkin akan tumbuh benih cinta kembali",Love,102,15
715,"aku kangen tapii kamu bangsat, aku harus kuat.",Love,46,8
716,"morning mint, kenalan yuk. kamu kalo aku deketin ada yang marah gak? ;)",Love,71,13
717,"demi allah kaget, yaampun. peluk cium muah love youuuu",Love,54,9
718,"done all the rules, thanks for the ga aku ijin ikutan yaa wish nya ada di foto, takut kepanjangan happy birthday cutest maknanya i love you ;3 extraordinary day",Love,160,29
719,"kaget gue makasih ocell, lope youuuuu",Love,37,6
720,"crush gw jgn malu"" buat ngechat gw dah ;3 love u",Love,48,11
721,denger lagunya def sunset with you keputer di epicure semarang.. kaget.. dan bangga kwhskshssks ily bestie,Love,106,16
722,"aa lucu bgt sannie kalo takut matanya jadi gedee, imutttt :3",Love,60,11
723,"denger kamu kecelakaan kaget banget, dan khawatir bagaimana keadaan kamu. aku nggak tau seberapa sakit kamu menghadapi ini semua, tapi percayalah kami selalu ada disampingmu i love you bunny",Love,190,29
724,cewek cemburu itu sebenarnya positif. semakin sering cewek cemburu tandanya semakin sayang dia sama lo semakin takut kehilangan lo.,Love,131,19
725,"pacaran ga pernah berantem, ga pernah bosen. sayang terus enak juga ya.",Love,71,12
726,"biar aku, menanti dirimu, melihatmu, ku rasa bahagia, kau sempurna, kaulah cinta sesungguhnya, kasih sayang ku bukan khayalan dalam rindu,",Love,138,20
727,"bestiee happy birthday,bahagia terus ya, sehat terus, jangan galau terus, cakep terus, wish u all the best deh. semoga semua yg baik di dunia datang ke lo. love love uuuu",Love,170,30
728,"semangat jalani aktivitas hari ini, ilysm",Love,41,6
729,"asaa i lop yu pul monyetku cakepku, sehat-sehat asaa aku cinta kamu really so sangat-sangatt, bahagia terus asaa",Love,112,18
730,"njopp aku akan datang membawa cinta untukmu sayank, njopp sedihnya jangan lama-lama, semangat ayang we love u banyak-banyak i'm so proud of you.. really cheer up honey, u deserve better, kamu tersayangg selamanya",Love,212,33
731,"good morning gantengnya aku ;3 iya maaf aku baru bangun jadi gabisa nemenin kamu sarapan, makasih loj udah buatin aku sarapan, pasti enak banget apapun buatan ayang aku suka sih *malu*",Love,184,31
732,"happy birthday jie semoga sehat dan bahagia selalu ya, pokoknya apapun yang kamu semoga kan semoga tercapai, terima kasih ya jie buat apapun itu ;3 i love youu jiee __,",Love,168,30
733,"enak kuenya, love you cintaaa",Love,29,5
734,"aku sangat mencintaimu. aku harus melakukan ini, karena aku ngga ingin melihat kebahagiaanmu terhalang oleh ku, semoga kamu bahagia bersamnya.. aku akan tetap menyimpan cintaku terhadapmu, Ily",Love,192,27
735,"mimii cowoku si plg keren, its a good news to start my exhausting dayy. im beyond proud of u udh bisa ngelewatin semua sakitnya. mimii, lets make another happy memories again, we can laughing out loud again. aku sayang bgtt sm kamu, kamu jga hrs bahagia sehat selalu",Love,266,48
736,"love youuu kaputt, sehat dan bahagia selalu yaa",Love,47,8
737,jangan panggil tukang. panggil saja sayang,Love,42,6
738,"selamat pagi, matahariku. kamu memberiku kebahagiaan luar biasa. terima kasih telah menjadi orang paling fenomenal di alam semesta. aku sangat mencintaimu.",Love,155,21
739,pagi syang2 nya kalyna.. msh ready slott ya dear . ready include/exclude ya bebkuh cuss gercep yuk keep slott kalyn skrng dear sblm full ya! main santai sprti psangan sdri ya . rr by dm or wa y,Love,193,38
740,"hari ke 17, selamat pagi safiya, semangat terus ya nak, pagi ini ayah ga kesiangan, nunggu dokter idham dateng, nanti ibu dateng juga ya, semoga kita bisa ketemu semoga ada kabar baik hari ini ya sayang aamiin",Love,209,37
741,selamat pagi taehyung. aku mencintaimu. kabarku baik baik saja. apakah kamu sudah makan?,Love,88,13
742,mentari tersenyum rindu melihat bunga-bunga menunggu kehangatan kecupan kupu-kupu seperti rasa dalam hatiku aku setia padamu selalu apa kabar hari ini cintaku ! ______________,Love,175,24
743,bnr bnr seneng dapat hadiah dari doiiii sayanggg doi,Love,52,9
744,nona peramu cinta mengapa dicipta kembali sebuah rasa tumbuh bebas sepertinya tak biasa menulis kumpulan aksara dan berbagai frasa sebagai tanda jika dia meramu cinta,Love,166,25
